sample_id,true_label,predicted_label,malware_probability,top_1_node,top_1_score,top_2_node,top_2_score,top_3_node,top_3_score,top_4_node,top_4_score,top_5_node,top_5_score,top_6_node,top_6_score,top_7_node,top_7_score,top_8_node,top_8_score,top_9_node,top_9_score,top_10_node,top_10_score,top_11_node,top_11_score,top_12_node,top_12_score,top_13_node,top_13_score,top_14_node,top_14_score,top_15_node,top_15_score,top_16_node,top_16_score,top_17_node,top_17_score,top_18_node,top_18_score,top_19_node,top_19_score,top_20_node,top_20_score,top_21_node,top_21_score,top_22_node,top_22_score
gen58_cc6c5513-17cb-4d2f-86ba-efc975d13cde_app-release,1,1,0.9999984502792358,su.TY: java.lang.String getIMSI(android.content.Context),0.66742134,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.15245403,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.09933906,su.TY$1: void run(),0.03497181087732315,java.io.OutputStream: void write(byte[]),0.019075578078627586,java.net.URL: java.net.URLConnection openConnection(),0.0163261815905571,"xm.kae.dnvj.pjueq.PGb: void <init>(android.os.Handler,android.content.Context)",0.006432477850466967,android.database.ContentObserver: void <init>(android.os.Handler),0.003979496192187071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen54_268e51bf-9431-4e26-b724-62dc3025fba6_app-release,1,1,0.9999644756317139,t.zmxls.dqgi.cda.JM: java.lang.String getIMSI(android.content.Context),0.46967185,"t.zmxls.dqgi.cda.JM: void sendDataMessage(java.lang.String,java.lang.String)",0.1258592,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.10728368,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.06990604102611542,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.04358747974038124,"android.telephony.SmsManager: void sendDataMessage(java.lang.String,java.lang.String,short,byte[],android.app.PendingIntent,android.app.PendingIntent)",0.03073246031999588,t.zmxls.dqgi.cda.JM$2: void run(),0.026265954598784447,o.mby.vbtrg.kpt.AMEH: void onCreate(android.os.Bundle),0.02471216395497322,java.io.DataOutputStream: void writeUTF(java.lang.String),0.024645278230309486,t.zmxls.dqgi.cda.JM$3: void run(),0.024610081687569618,t.zmxls.dqgi.cda.JM$1: void run(),0.01630285568535328,java.io.OutputStream: void write(byte[]),0.013423716649413109,java.net.URL: java.net.URLConnection openConnection(),0.0068394578993320465,"android.telephony.TelephonyManager: void listen(android.telephony.PhoneStateListener,int)",0.0068239872343838215,android.database.ContentObserver: void <init>(android.os.Handler),0.002724649617448449,android.telephony.PhoneStateListener: void <init>(),0.0027095943223685026,p.r.gfi.a.Rgq: void <init>(android.content.Context),0.0024621179327368736,"cmh.sd.H: void <init>(android.os.Handler,android.content.Context)",0.001439400715753436,,,,,,,,
gen49_e4965d08-fa61-4ec2-84c5-2c6800a981f8_app-release,1,1,0.9992969036102295,iof.OE: java.lang.String getIMEI(android.content.Context),0.3766191,"iof.OE: void sendTextMessage(java.lang.String,java.lang.String)",0.1549433,"iof.OE: void sendDataMessage(java.lang.String,java.lang.String)",0.14884739,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.11763767153024673,android.telephony.TelephonyManager: java.lang.String getDeviceId(),0.06627776473760605,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.055198539048433304,"android.telephony.SmsManager: void sendTextMessage(java.lang.String,java.lang.String,java.lang.String,android.app.PendingIntent,android.app.PendingIntent)",0.0379195362329483,"android.telephony.SmsManager: void sendDataMessage(java.lang.String,java.lang.String,short,byte[],android.app.PendingIntent,android.app.PendingIntent)",0.03452255204319954,"ewa.w.as.TzU: void <init>(android.os.Handler,android.content.Context)",0.004963474813848734,android.database.ContentObserver: void <init>(android.os.Handler),0.003070687409490347,,,,,,,,,,,,,,,,,,,,,,,,
gen32_03046195-592a-4878-91ab-2fa6a72fd795_app-release,1,1,0.9977915287017822,wu.z.yrj.OODT: java.lang.String getIncomingSMS(android.content.Intent),0.29541543,"wu.z.yrj.OODT: void sendDataMessage(java.lang.String,java.lang.String)",0.16742297,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.12778759,android.telephony.SmsMessage: java.lang.String getDisplayMessageBody(),0.0838007852435112,android.telephony.SmsMessage: java.lang.String getDisplayOriginatingAddress(),0.054012153297662735,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.0531097911298275,android.telephony.SmsMessage: android.telephony.SmsMessage createFromPdu(byte[]),0.04654126614332199,"android.telephony.SmsManager: void sendDataMessage(java.lang.String,java.lang.String,short,byte[],android.app.PendingIntent,android.app.PendingIntent)",0.03764764219522476,wu.z.yrj.OODT$1: void run(),0.03128586709499359,lx.QESB: void onCreate(android.os.Bundle),0.029435118660330772,java.io.DataOutputStream: void writeUTF(java.lang.String),0.029355445876717567,wu.z.yrj.OODT: java.lang.String getSdk(),0.013782591558992863,android.os.Build$VERSION: void <clinit>(),0.009821871295571327,"android.telephony.TelephonyManager: void listen(android.telephony.PhoneStateListener,int)",0.008128178305923939,"qh.'to'.qxa.UzJH: void <init>(android.os.Handler,android.content.Context)",0.0033170764800161123,android.telephony.PhoneStateListener: void <init>(),0.003227448323741555,android.database.ContentObserver: void <init>(android.os.Handler),0.0029761428013443947,asu.syaj.g.V: void <init>(android.content.Context),0.0029326744843274355,,,,,,,,
gen57_d865c15c-5741-4340-8c13-a37e8e336a29_app-release,1,1,0.9999992847442627,gpzgf.x.q.dsbay.KAMXE: java.lang.String getIMSI(android.content.Context),0.66742134,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.15245403,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.09933906,gpzgf.x.q.dsbay.KAMXE$2: void run(),0.03497181087732315,java.io.OutputStream: void write(byte[]),0.019075578078627586,java.net.URL: java.net.URLConnection openConnection(),0.0163261815905571,"uq.ac.t.qkyf.UXc: void <init>(android.os.Handler,android.content.Context)",0.006432477850466967,android.database.ContentObserver: void <init>(android.os.Handler),0.003979496192187071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen36_c30e4bc3-ea9b-4967-bc18-1989c6f89624_app-release,1,1,0.9999914169311523,cjks.raku.GaQWE: java.lang.String getIMSI(android.content.Context),0.5247109,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.11985576,"cjks.raku.GaQWE: void sendMultipartTextMessage(java.lang.String,java.lang.String)",0.10682525,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.07809802144765854,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.04935924708843231,rbv.g.Io: void onCreate(android.os.Bundle),0.027608050033450127,cjks.raku.GaQWE$1: void run(),0.02749401144683361,"android.telephony.SmsManager: void sendMultipartTextMessage(java.lang.String,java.lang.String,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)",0.02016330137848854,java.io.OutputStream: void write(byte[]),0.014996768906712532,java.net.URL: java.net.URLConnection openConnection(),0.012835259549319744,"android.telephony.TelephonyManager: void listen(android.telephony.PhoneStateListener,int)",0.007623650133609772,android.database.ContentObserver: void <init>(android.os.Handler),0.003043937962502241,android.telephony.PhoneStateListener: void <init>(),0.0030271215364336967,j.AbOm: void <init>(android.content.Context),0.002750641666352749,"ildwf.TYiXD: void <init>(android.os.Handler,android.content.Context)",0.001608075574040413,,,,,,,,,,,,,,
gen34_cf5fa9b2-2d37-421a-b6e6-e0f22ce87173_app-release,1,1,0.9998387098312378,lmknj.zj.dpja.C: java.lang.String getIMSI(android.content.Context),0.42177764,lmknj.zj.dpja.C: java.lang.String getIncomingSMS(android.content.Intent),0.22272398,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.09634349,android.telephony.SmsMessage: java.lang.String getDisplayMessageBody(),0.06318029761314392,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.06277742236852646,android.telephony.SmsMessage: java.lang.String getDisplayOriginatingAddress(),0.04072163626551628,android.telephony.SmsMessage: android.telephony.SmsMessage createFromPdu(byte[]),0.03508904576301575,lmknj.zj.dpja.C$2: void run(),0.023587504401803017,lmknj.zj.dpja.C$1: void run(),0.014640377834439278,java.io.DataOutputStream: void writeUTF(java.lang.String),0.007938079535961151,java.net.URL: java.net.URLConnection openConnection(),0.004640686791390181,"heow.hmxdh.z.wlt.Fea: void <init>(android.os.Handler,android.content.Context)",0.004065011162310839,android.database.ContentObserver: void <init>(android.os.Handler),0.002514846855774522,,,,,,,,,,,,,,,,,,
gen58_c15e0d53-8829-4961-87da-42ff6cbcd9f3_app-release,1,1,0.9999876022338867,nsam.zx.D: java.lang.String getIMSI(android.content.Context),0.5115711,"nsam.zx.D: void sendTextMessage(java.lang.String,java.lang.String)",0.14270732,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.11685433,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.07614229619503021,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.04790949448943138,"android.telephony.SmsManager: void sendTextMessage(java.lang.String,java.lang.String,java.lang.String,android.app.PendingIntent,android.app.PendingIntent)",0.03676064684987068,pv.gz.icrsd.O: void onCreate(android.os.Bundle),0.026916690170764923,nsam.zx.D$1: void run(),0.01775721088051796,"android.telephony.TelephonyManager: void listen(android.telephony.PhoneStateListener,int)",0.007432738784700632,java.net.URL: java.net.URLConnection openConnection(),0.005779574159532785,android.database.ContentObserver: void <init>(android.os.Handler),0.0029677117709070444,android.telephony.PhoneStateListener: void <init>(),0.0029513163026422262,z.bhkf.ojzxj.cnv.BNScu: void <init>(android.content.Context),0.0026817601174116135,"rxhb.vhk.byd.H: void <init>(android.os.Handler,android.content.Context)",0.0015678061172366142,,,,,,,,,,,,,,,,
gen43_488df1c2-5ce3-4d01-8834-ca7f8b752809_app-release,1,1,0.9999984502792358,ebx.YsnD: java.lang.String getIMSI(android.content.Context),0.637054,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.14551744,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.09481918,kg.gh.Q: void onCreate(android.os.Bundle),0.033519066870212555,ebx.YsnD$2: void run(),0.03338060900568962,java.io.OutputStream: void write(byte[]),0.018207648769021034,java.net.URL: java.net.URLConnection openConnection(),0.015583349391818047,"android.telephony.TelephonyManager: void listen(android.telephony.PhoneStateListener,int)",0.009255909360945225,android.database.ContentObserver: void <init>(android.os.Handler),0.0036956595722585917,android.telephony.PhoneStateListener: void <init>(),0.00367524242028594,wuxbk.b.m.vdn.G: void <init>(android.content.Context),0.0033395669888705015,"wjqo.jqg.HvXtV: void <init>(android.os.Handler,android.content.Context)",0.0019523721421137452,,,,,,,,,,,,,,,,,,,,
gen3_0984be7d-f978-4b0e-8edb-21665dbcdc97_app-release,1,1,0.9999879598617554,ahl.NcQh: java.lang.String getIMSI(android.content.Context),0.5497305,"ahl.NcQh: void sendDataMessage(java.lang.String,java.lang.String)",0.14731266,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.12557079,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.08182194083929062,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.051017191261053085,"android.telephony.SmsManager: void sendDataMessage(java.lang.String,java.lang.String,short,byte[],android.app.PendingIntent,android.app.PendingIntent)",0.03597095608711243,"y.qaxuz.zs.BQhdg: void <init>(android.os.Handler,android.content.Context)",0.005298196338117123,android.database.ContentObserver: void <init>(android.os.Handler),0.0032777651213109493,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen36_ae064655-190d-46e7-adee-a39be2c63316_app-release,1,1,0.9998086094856262,f.v.y.no.X: java.lang.String getIMSI(android.content.Context),0.4237984,f.v.y.no.X: java.lang.String getIncomingSMS(android.content.Intent),0.22379106,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.09680507,android.telephony.SmsMessage: java.lang.String getDisplayMessageBody(),0.06348299980163574,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.06307819485664368,android.telephony.SmsMessage: java.lang.String getDisplayOriginatingAddress(),0.04091673716902733,android.telephony.SmsMessage: android.telephony.SmsMessage createFromPdu(byte[]),0.035257160663604736,f.v.y.no.X$1: void run(),0.02220635861158371,java.io.OutputStream: void write(byte[]),0.01368583645671606,java.net.URL: java.net.URLConnection openConnection(),0.010366779752075672,"awsh.daxxb.kp.ctxxo.NSrvr: void <init>(android.os.Handler,android.content.Context)",0.004084486979991198,android.database.ContentObserver: void <init>(android.os.Handler),0.0025268958415836096,,,,,,,,,,,,,,,,,,,,
gen15_2ec9bad9-836d-4b38-b19f-7a0900cee18c_app-release,1,1,0.9996325969696045,pq.r.t.gav.AHAN: java.lang.String getIncomingSMS(android.content.Intent),0.43056378,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.18624854,android.telephony.SmsMessage: java.lang.String getDisplayMessageBody(),0.1221384,android.telephony.SmsMessage: java.lang.String getDisplayOriginatingAddress(),0.07872193306684494,android.telephony.SmsMessage: android.telephony.SmsMessage createFromPdu(byte[]),0.06783317029476166,pq.r.t.gav.AHAN$2: void run(),0.04559870809316635,java.io.DataOutputStream: void writeUTF(java.lang.String),0.021772241219878197,pq.r.t.gav.AHAN: java.lang.String getSdk(),0.020087938755750656,android.os.Build$VERSION: void <clinit>(),0.014315245673060417,"tg.JZt: void <init>(android.os.Handler,android.content.Context)",0.007858366705477238,android.database.ContentObserver: void <init>(android.os.Handler),0.0048616318963468075,,,,,,,,,,,,,,,,,,,,,,
gen18_0108de13-188c-4f2e-9405-c731fbb43ac7_app-release,1,1,0.9970093369483948,buqb.alalr.qmohn.xat.Ocr: java.lang.String getPhoneNumber(android.content.Context),0.28310254,buqb.alalr.qmohn.xat.Ocr: java.lang.String getIncomingSMS(android.content.Intent),0.21496756,"buqb.alalr.qmohn.xat.Ocr: void sendTextMessage(java.lang.String,java.lang.String)",0.1217675,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.09298830479383469,android.telephony.TelephonyManager: java.lang.String getLine1Number(),0.06124645844101906,android.telephony.SmsMessage: java.lang.String getDisplayMessageBody(),0.06098003685474396,android.telephony.SmsMessage: java.lang.String getDisplayOriginatingAddress(),0.0393035002052784,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.03807445988059044,android.telephony.SmsMessage: android.telephony.SmsMessage createFromPdu(byte[]),0.033867064863443375,"android.telephony.SmsManager: void sendTextMessage(java.lang.String,java.lang.String,java.lang.String,android.app.PendingIntent,android.app.PendingIntent)",0.028015494346618652,buqb.alalr.qmohn.xat.Ocr$1: void run(),0.014130525290966034,java.net.URL: java.net.URLConnection openConnection(),0.005205856170505285,"aomh.BX: void <init>(android.os.Handler,android.content.Context)",0.003923446871340275,android.database.ContentObserver: void <init>(android.os.Handler),0.0024272671435028315,,,,,,,,,,,,,,,,
gen21_ced861e8-1ebc-4cf9-a72f-08d001e6b47e_app-release,1,1,0.9999945163726807,ttefx.y.dgb.rnybu.EeH: java.lang.String getIMSI(android.content.Context),0.56339383,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.1286918,"ttefx.y.dgb.rnybu.EeH: void sendMultipartTextMessage(java.lang.String,java.lang.String)",0.11470066,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.08385559171438217,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.0529981292784214,"android.telephony.SmsManager: void sendMultipartTextMessage(java.lang.String,java.lang.String,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)",0.021649785339832306,ttefx.y.dgb.rnybu.EeH$1: void run(),0.019556036219000816,java.net.URL: java.net.URLConnection openConnection(),0.006365051493048668,"hepdz.efh.l.HJEuo: void <init>(android.os.Handler,android.content.Context)",0.005429880693554878,android.database.ContentObserver: void <init>(android.os.Handler),0.003359232796356082,,,,,,,,,,,,,,,,,,,,,,,,
gen40_0dd23a13-f9d1-4c5b-9bb5-141636799705_app-release,1,1,0.9998618364334106,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.9360703,"xb.AR: void <init>(android.os.Handler,android.content.Context)",0.03949553,android.database.ContentObserver: void <init>(android.os.Handler),0.024434172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen6_e8946dc2-30c4-4093-afa4-ea5d2c3b37df_app-release,1,1,0.9999940395355225,lflti.omjca.mnwx.L: java.lang.String getIMSI(android.content.Context),0.57838625,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.13211642,"lflti.omjca.mnwx.L: void sendMultipartTextMessage(java.lang.String,java.lang.String)",0.11775295,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.08608707040548325,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.05440845713019371,"android.telephony.SmsManager: void sendMultipartTextMessage(java.lang.String,java.lang.String,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)",0.02222590707242489,"vepzf.H: void <init>(android.os.Handler,android.content.Context)",0.005574374925345182,android.database.ContentObserver: void <init>(android.os.Handler),0.0034486250951886177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen34_50ef50c8-3376-4872-a286-514844ff4641_app-release,1,1,0.9943958520889282,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.32778502,lh.an.a.ebdc.ZR: void onCreate(android.os.Bundle),0.17581256,"android.location.LocationManager: void requestLocationUpdates(java.lang.String,long,float,android.location.LocationListener)",0.12035309,epzxl.XwE$1: void run(),0.0751914232969284,azymi.BYL$1: void run(),0.0751914232969284,java.io.OutputStream: void write(byte[]),0.07428695261478424,java.net.URL: java.net.URLConnection openConnection(),0.03936397656798363,azymi.BYL: java.lang.String getSdk(),0.03535342961549759,epzxl.XwE: java.lang.String getSdk(),0.03535342961549759,android.os.Build$VERSION: void <clinit>(),0.023769181221723557,"sszj.f.nlcxn.I: void <init>(android.os.Handler,android.content.Context)",0.009096683003008366,android.database.ContentObserver: void <init>(android.os.Handler),0.008442855440080166,,,,,,,,,,,,,,,,,,,,
gen5_a0da9aa3-9c4d-4348-937f-aa0986f2aa97_app-release,1,1,0.9997004270553589,k.YJ: java.lang.String getIMSI(android.content.Context),0.46114704,"k.YJ: void sendTextMessage(java.lang.String,java.lang.String)",0.12864108,"k.YJ: void sendDataMessage(java.lang.String,java.lang.String)",0.12357473,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.10533634573221207,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.0686371698975563,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.04863332211971283,"android.telephony.SmsManager: void sendTextMessage(java.lang.String,java.lang.String,java.lang.String,android.app.PendingIntent,android.app.PendingIntent)",0.03351451829075813,"android.telephony.SmsManager: void sendDataMessage(java.lang.String,java.lang.String,short,byte[],android.app.PendingIntent,android.app.PendingIntent)",0.030515821650624275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen101_42cf66d6-c48e-4b0e-9230-fa107be93270_app-release,1,1,0.9999995231628418,vuaw.dmqhe.lvm.LQhqE: java.lang.String getIMSI(android.content.Context),0.6829273,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.15599594,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.10164697,vx.nje.Hy: void onCreate(android.os.Bundle),0.03593272343277931,"android.telephony.TelephonyManager: void listen(android.telephony.PhoneStateListener,int)",0.00992241408675909,android.database.ContentObserver: void <init>(android.os.Handler),0.003961778711527586,android.telephony.PhoneStateListener: void <init>(),0.00393989123404026,es.IZ: void <init>(android.content.Context),0.0035800442565232515,"xxduu.lbpv.Y: void <init>(android.os.Handler,android.content.Context)",0.0020929595921188593,,,,,,,,,,,,,,,,,,,,,,,,,,
gen6_2c5d9dad-b519-4a41-95d7-11fe717a2272_app-release,1,1,0.999880313873291,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.9360703,"gjiyk.ASYDi: void <init>(android.os.Handler,android.content.Context)",0.03949553,android.database.ContentObserver: void <init>(android.os.Handler),0.024434172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen58_39db7a06-7170-4c3f-9b38-cddd2f6d6dc3_app-release,1,1,0.9997889399528503,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.9360703,"bk.d.zgwiu.cbhe.OQBnZ: void <init>(android.os.Handler,android.content.Context)",0.03949553,android.database.ContentObserver: void <init>(android.os.Handler),0.024434172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen19_b829ba8b-9b3c-4c43-a205-4a3dd3e9e52c_app-release,1,1,0.9615747332572937,"m.gcyaq.dxmbq.ZvS: void sendTextMessage(java.lang.String,java.lang.String)",0.29630122,"awkfd.dd.ut.bdss.GGgLa: void sendDataMessage(java.lang.String,java.lang.String)",0.28041133,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.17168796,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.0862019881606102,"android.telephony.SmsManager: void sendTextMessage(java.lang.String,java.lang.String,java.lang.String,android.app.PendingIntent,android.app.PendingIntent)",0.05457087978720665,"android.telephony.SmsManager: void sendDataMessage(java.lang.String,java.lang.String,short,byte[],android.app.PendingIntent,android.app.PendingIntent)",0.049616146832704544,awkfd.dd.ut.bdss.GGgLa: java.lang.String getSdk(),0.018517496064305305,m.gcyaq.dxmbq.ZvS: java.lang.String getSdk(),0.018517496064305305,android.os.Build$VERSION: void <clinit>(),0.012449877336621284,"zzx.vh.dou.zhw.MEY: void <init>(android.os.Handler,android.content.Context)",0.007244012784212828,android.database.ContentObserver: void <init>(android.os.Handler),0.004481557756662369,,,,,,,,,,,,,,,,,,,,,,
gen28_74f5dd8c-58d1-4df2-b2f9-e00f690b9ded_app-release,1,1,0.9997658133506775,ctulu.snpvt.FfcE: java.lang.String getIncomingSMS(android.content.Intent),0.41146636,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.17798759,android.telephony.SmsMessage: java.lang.String getDisplayMessageBody(),0.11672102,android.telephony.SmsMessage: java.lang.String getDisplayOriginatingAddress(),0.07523025572299957,android.telephony.SmsMessage: android.telephony.SmsMessage createFromPdu(byte[]),0.06482446193695068,ctulu.snpvt.FfcE$1: void run(),0.0435761995613575,ctulu.snpvt.FfcE$2: void run(),0.0435761995613575,java.io.DataOutputStream: void writeUTF(java.lang.String),0.021584870293736458,ctulu.snpvt.FfcE: java.lang.String getSdk(),0.019196948036551476,android.os.Build$VERSION: void <clinit>(),0.013680299744009972,"rbcb.fxp.w.j.Wp: void <init>(android.os.Handler,android.content.Context)",0.0075098127126693726,android.database.ContentObserver: void <init>(android.os.Handler),0.004645996727049351,,,,,,,,,,,,,,,,,,,,
gen2_691e43d8-4fc0-414c-81ee-e9d34add5537_app-release,1,1,0.9999834299087524,lw.l.Drbn: java.lang.String getIMSI(android.content.Context),0.528962,"lw.l.Drbn: void sendDataMessage(java.lang.String,java.lang.String)",0.14174727,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.1208268,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.0787307545542717,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.04908979311585426,"android.telephony.SmsManager: void sendDataMessage(java.lang.String,java.lang.String,short,byte[],android.app.PendingIntent,android.app.PendingIntent)",0.0346120148897171,bv.eb.E: void onCreate(android.os.Bundle),0.027831725776195526,"android.telephony.TelephonyManager: void listen(android.telephony.PhoneStateListener,int)",0.007685414981096983,android.database.ContentObserver: void <init>(android.os.Handler),0.003068599384278059,android.telephony.PhoneStateListener: void <init>(),0.0030516465194523335,hcc.K: void <init>(android.content.Context),0.0027729265857487917,"oree.p.i.JLbi: void <init>(android.os.Handler,android.content.Context)",0.0016211038455367088,,,,,,,,,,,,,,,,,,,,
gen24_8b14485d-7ad5-47c9-9dc2-bbf1d0c0f193_app-release,1,1,0.9992355108261108,smrec.OlDI: java.lang.String getIncomingSMS(android.content.Intent),0.3436776,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.14866428,"smrec.OlDI: void sendMultipartTextMessage(java.lang.String,java.lang.String)",0.14815271,android.telephony.SmsMessage: java.lang.String getDisplayMessageBody(),0.0974913239479065,android.telephony.SmsMessage: java.lang.String getDisplayOriginatingAddress(),0.06283613294363022,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.06265284866094589,android.telephony.SmsMessage: android.telephony.SmsMessage createFromPdu(byte[]),0.054144687950611115,qa.Q: void onCreate(android.os.Bundle),0.03424391895532608,"android.telephony.SmsManager: void sendMultipartTextMessage(java.lang.String,java.lang.String,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)",0.02574382908642292,"android.telephony.TelephonyManager: void listen(android.telephony.PhoneStateListener,int)",0.009456069208681583,android.database.ContentObserver: void <init>(android.os.Handler),0.0037755784578621387,android.telephony.PhoneStateListener: void <init>(),0.0037547198589891195,vh.gmzx.Z: void <init>(android.content.Context),0.003411785466596484,"otfyg.EdG: void <init>(android.os.Handler,android.content.Context)",0.001994592370465398,,,,,,,,,,,,,,,,
gen15_13450054-d190-4bcd-84cb-ea1ca8a37818_app-release,1,1,0.9999799728393555,ewrs.VZD: java.lang.String getIMSI(android.content.Context),0.52390206,"ewrs.VZD: void sendTextMessage(java.lang.String,java.lang.String)",0.14614715,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.119670995,android.telephony.TelephonyManager: java.lang.String getSubscriberId(),0.07797763496637344,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.049064308404922485,"android.telephony.SmsManager: void sendTextMessage(java.lang.String,java.lang.String,java.lang.String,android.app.PendingIntent,android.app.PendingIntent)",0.037646763026714325,knqsi.kift.nrok.UxX: void onCreate(android.os.Bundle),0.027565492317080498,"android.telephony.TelephonyManager: void listen(android.telephony.PhoneStateListener,int)",0.007611897774040699,android.database.ContentObserver: void <init>(android.os.Handler),0.0030392457265406847,android.telephony.PhoneStateListener: void <init>(),0.003022455144673586,nw.LUkf: void <init>(android.content.Context),0.0027464013546705246,"j.dy.pyfov.E: void <init>(android.os.Handler,android.content.Context)",0.0016055966261774302,,,,,,,,,,,,,,,,,,,,
gen6_d806ac26-b7c6-4d62-95cb-335af2c23538_app-release,1,1,0.9999490976333618,ez.r.Nzau: java.lang.String getIMEI(android.content.Context),0.5017047,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.15670839,"ez.r.Nzau: void sendMultipartTextMessage(java.lang.String,java.lang.String)",0.15064019,android.telephony.TelephonyManager: java.lang.String getDeviceId(),0.08829044550657272,android.telephony.SmsManager: android.telephony.SmsManager getDefault(),0.06524170935153961,"android.telephony.SmsManager: void sendMultipartTextMessage(java.lang.String,java.lang.String,java.util.ArrayList,java.util.ArrayList,java.util.ArrayList)",0.026712024584412575,"ltinm.waqvl.Uauy: void <init>(android.os.Handler,android.content.Context)",0.006611981894820929,android.database.ContentObserver: void <init>(android.os.Handler),0.004090547561645508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gen15_6558d38b-7bfe-4502-bac1-1a021db23350_app-release,1,1,0.9999984502792358,dummyMainClass: void dummyMainMethod(java.lang.String[]),0.72412854,xrlmg.ccb.W: void onCreate(android.os.Bundle),0.16679862,"android.telephony.TelephonyManager: void listen(android.telephony.PhoneStateListener,int)",0.046059553,android.database.ContentObserver: void <init>(android.os.Handler),0.018390454351902008,android.telephony.PhoneStateListener: void <init>(),0.018288854509592056,kwbly.pymo.rnzdu.I: void <init>(android.content.Context),0.016618460416793823,"fbne.XS: void <init>(android.os.Handler,android.content.Context)",0.00971545372158289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
